slug,route,source_file,title,date,year,publication,article_category,collections,publication_status,editorial_issue_type,canonical_file,production_title,book_author,publisher,subject_people,company,venue,city,coordinates,people,roles,production_groups,media,word_count
2010-03-17-art-does-history,/reviews/2010-03-17-art-does-history/,2010.03.17.National_Post.Art_Does_History.md,Art Does History,2010-03-17,2010,National Post,Theatre Review,[],publish,,,The Overwhelming,,,,Canadian Stage,Berkeley Street Theatre,Toronto,"[""43.6506"", ""-79.3641""]","[""Brendan McMurtry-Howlett"", ""David Storch"", ""Hardee T. Lineham"", ""J.T. Rogers"", ""Joel Greenberg"", ""Mariah Inger"", ""Michael Gianfrancesco"", ""Nigel Shawn Williams"", ""Sterling Jarvis""]","{""director"": [""Joel Greenberg""], ""actors"": [""David Storch"", ""Brendan McMurtry-Howlett"", ""Nigel Shawn Williams"", ""Hardee T. Lineham"", ""Mariah Inger"", ""Sterling Jarvis""], ""playwright"": [""J.T. Rogers""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [""Michael Gianfrancesco""], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],880
2010-03-20-bleak-beautiful-in-need-of-balance-oh-what-a-lovely-war-both-stoic-and,/reviews/2010-03-20-bleak-beautiful-in-need-of-balance-oh-what-a-lovely-war-both-stoic-and/,2010.03.20.National_Post.Bleak_Beautiful_In_Need_Of_Balance_Oh_What_A_Lovely_War_Both_Stoic_And_Rous.md,"Bleak, Beautiful & In Need Of Balance; Oh What A Lovely War Both Stoic And",2010-03-20,2010,National Post,Musical Review,"[""The Musical Collection""]",publish,,,Oh What a Lovely War,,,,Soulpepper Theatre Company,Young Centre for the Performing Arts,Toronto,"[""43.6503"", ""-79.3595""]","[""Albert Schultz"", ""Charles Chilton"", ""Ins Choi"", ""Joan Littlewood"", ""Marek Norman"", ""Michael Hanrahan"", ""Mike Ross"", ""Oliver Dennis""]","{""director"": [""Albert Schultz""], ""actors"": [""Michael Hanrahan"", ""Oliver Dennis"", ""Mike Ross"", ""Ins Choi""], ""playwright"": [""Charles Chilton"", ""Joan Littlewood""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [""Marek Norman""], ""performers"": [], ""artists"": []}",[],[],790
2010-03-22-our-ladies-of-grace-tara-and-jackie-tie-drama-to-comedic-flair,/reviews/2010-03-22-our-ladies-of-grace-tara-and-jackie-tie-drama-to-comedic-flair/,2010.03.22.National_Post.Our_Ladies_Of_Grace_Tara_And_Jackie_Tie_Drama_To_Comedic_Flair.md,Our Ladies Of Grace; Tara And Jackie Tie Drama To Comedic Flair,2010-03-22,2010,National Post,Television Review,"[""The Television Collection""]",publish,body_restored_from_source,,"Nurse Jackie, United States of Tara",,,,,,,[],"[""Edie Falco"", ""Eve Best"", ""Rosemarie Dewitt"", ""Toni Collette""]","{""director"": [], ""actors"": [""Edie Falco"", ""Toni Collette"", ""Rosemarie Dewitt"", ""Eve Best""], ""playwright"": [], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],978
2010-03-23-it-s-a-lively-show,/reviews/2010-03-23-it-s-a-lively-show/,2010.03.23.National_Post.Its_a_lively_show.md,It's a lively show,2010-03-23,2010,National Post,Musical Review,"[""The Musical Collection""]",publish,,,Young Frankenstein,,,,Broadway Tour,Princess of Wales Theatre,Toronto,"[""43.647"", ""-79.3892""]","[""Brad Oscar"", ""Cory English"", ""Irving Berlin"", ""Joanna Glushak"", ""Mel Brooks"", ""Robin Wagner"", ""Roger Bart"", ""Shuler Hensley"", ""Susan Stroman"", ""Thomas Meehan"", ""William Ivey Long""]","{""director"": [""Susan Stroman""], ""actors"": [""Roger Bart"", ""Shuler Hensley"", ""Brad Oscar"", ""Cory English"", ""Joanna Glushak""], ""playwright"": [""Mel Brooks"", ""Thomas Meehan""], ""composer_lyricist"": [""Mel Brooks"", ""Irving Berlin""], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [""Robin Wagner""], ""costume_designer"": [""William Ivey Long""], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],876
2010-03-25-much-ado-about-what-seems-like-nothing-on-a-canvas,/reviews/2010-03-25-much-ado-about-what-seems-like-nothing-on-a-canvas/,2010.03.25.National_Post.Much_Ado_About_What_Seems_Like_Nothing_On_A_Canvas.md,Much Ado About What Seems Like Nothing On A Canvas,2010-03-25,2010,National Post,Theatre Review,[],publish,,,Art,,,,Canadian Stage,Bluma Appel Theatre,Toronto,"[""43.6717"", ""-79.3861""]","[""Colin Mochrie"", ""Evan Buliung"", ""Ken MacDonald"", ""Morris Panych"", ""Peter Donaldson"", ""Yasmina Reza""]","{""director"": [""Morris Panych""], ""actors"": [""Evan Buliung"", ""Peter Donaldson"", ""Colin Mochrie""], ""playwright"": [""Yasmina Reza""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [""Ken MacDonald""], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],845
2010-03-27-competing-visions-of-how-to-play-a-tree-two-plays-set-in-the-woods-feature,/reviews/2010-03-27-competing-visions-of-how-to-play-a-tree-two-plays-set-in-the-woods-feature/,2010.03.27.National_Post.Competing_Visions_Of_How_To_Play_A_Tree_Two_Plays_Set_In_The_Woods_Feature_.md,Competing Visions Of How To Play A Tree; Two Plays Set In The Woods Feature,2010-03-27,2010,National Post,Theatre Review,"[""The Canadian Collection""]",publish,,,Birnam Wood / The Woods,,,,Theatre Rusticle; The Mill,Theatre Passe Muraille; Young Centre for the Performing Arts,Toronto,[],"[""Allyson McMackon"", ""Holly Lewis"", ""Hume Baugh"", ""Lindsay Anne Black"", ""Maev Beaty"", ""Michelle Latimer"", ""Michelle Monteith"", ""Ryan Hollyman"", ""Sarah Garton Stanley"", ""Tara Beagan""]","{""director"": [""Allyson McMackon"", ""Sarah Garton Stanley""], ""actors"": [""Hume Baugh"", ""Maev Beaty"", ""Ryan Hollyman"", ""Michelle Latimer"", ""Holly Lewis"", ""Michelle Monteith""], ""playwright"": [""Tara Beagan""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [""Lindsay Anne Black""], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}","[{""order"": ""1"", ""production_title"": ""Birnam Wood"", ""company"": [""Theatre Rusticle""], ""venue"": [""Theatre Passe Muraille""], ""director"": [""Allyson McMackon""], ""actors"": [""Maev Beaty""], ""set_designer"": [""Lindsay Anne Black""]}, {""order"": ""2"", ""production_title"": ""The Woods"", ""company"": [""The Mill""], ""venue"": [""Young Centre for the Performing Arts""], ""director"": [""Sarah Garton Stanley""], ""actors"": [""Ryan Hollyman"", ""Michelle Latimer"", ""Holly Lewis"", ""Michelle Monteith""], ""playwright"": [""Tara Beagan""]}]",[],920
2010-04-03-a-city-that-works-if-only-aesthetically-latest-revue-benefits-from-better,/reviews/2010-04-03-a-city-that-works-if-only-aesthetically-latest-revue-benefits-from-better/,2010.04.03.National_Post.A_City_That_Works_If_Only_Aesthetically_Latest_Revue_Benefits_From_Better_S.md,"A City That Works, If Only Aesthetically; Latest Revue Benefits From Better",2010-04-03,2010,National Post,Comedy Review,"[""The Canadian Collection"", ""Short Takes""]",publish,body_restored_from_source,,Second City for Mayor,,,,Second City,Second City,Toronto,"[""43.6452"", ""-79.3908""]","[""Adam Cawley"", ""Caitlin Howden"", ""Camellia Koo"", ""Dale Boyer"", ""Kris Siddiqi"", ""Melody A. Johnson"", ""Reid Janisse"", ""Rob Baker"", ""Steve Del Balso""]","{""director"": [""Melody A. Johnson""], ""actors"": [""Dale Boyer"", ""Caitlin Howden"", ""Reid Janisse"", ""Kris Siddiqi"", ""Rob Baker"", ""Adam Cawley""], ""playwright"": [], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [""Camellia Koo""], ""costume_designer"": [], ""lighting_designer"": [""Steve Del Balso""], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],881
2010-04-07-the-maritime-divide,/reviews/2010-04-07-the-maritime-divide/,2010.04.07.National_Post.The_Maritime_Divide.md,The Maritime Divide,2010-04-07,2010,National Post,Theatre Review,"[""The Canadian Collection""]",publish,,,A Boy Called Newfoundland,,,,Theatre Smash,Tarragon Theatre Extra Space,Toronto,"[""43.675"", ""-79.4129""]","[""Ashlie Corcoran"", ""Graeme Gillis"", ""Lara Jean Chorostecki"", ""Layne Coleman"", ""Marianne Willow"", ""Martha Burns"", ""Martin Happer"", ""Natasha Greenblatt"", ""Patrick Kwok-Choon"", ""Robin Fisher"", ""Vivien Endicott-Douglas""]","{""director"": [""Ashlie Corcoran""], ""actors"": [""Natasha Greenblatt"", ""Marianne Willow"", ""Vivien Endicott-Douglas"", ""Patrick Kwok-Choon"", ""Martha Burns"", ""Martin Happer"", ""Layne Coleman"", ""Lara Jean Chorostecki""], ""playwright"": [""Graeme Gillis""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [""Robin Fisher""], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],798
2010-04-10-jazz-baptism-after-his-elegy-for-baltimore-one-would-expect-david-simon-s-treme-to-be-a-lament-for-new-orleans-happily-it-s-a-celebration,/reviews/2010-04-10-jazz-baptism-after-his-elegy-for-baltimore-one-would-expect-david-simon-s-treme-to-be-a-lament-for-new-orleans-happily-it-s-a-celebration/,2010.04.10.National_Post.Jazz_Baptism_After_His_Elegy_For_Baltimore_One_Would_Expect_David_SimonS_Tr.md,"Jazz Baptism; After His Elegy For Baltimore, One Would Expect David Simon's Treme To Be A Lament For New Orleans. Happily, It's A Celebration",2010-04-10,2010,National Post,Television Review,"[""The Television Collection""]",publish,,,Treme,,,,HBO Canada,New Orleans,New Orleans,"[""29.9511"", ""-90.0715""]","[""Agnieszka Holland"", ""Allen Toussaint"", ""Clarke Peters"", ""David Simon"", ""Dr. John"", ""Elvis Costello"", ""Eric Overmeyer"", ""John Goodman"", ""Khandi Alexander"", ""Kim Dickens"", ""Lucia Micarelli"", ""Melissa Leo"", ""Rob Brown"", ""Steve Zahn"", ""Wendell Pierce""]","{""director"": [""Agnieszka Holland""], ""actors"": [""Wendell Pierce"", ""Steve Zahn"", ""John Goodman"", ""Melissa Leo"", ""Kim Dickens"", ""Khandi Alexander"", ""Clarke Peters"", ""Rob Brown"", ""Lucia Micarelli""], ""playwright"": [""David Simon"", ""Eric Overmeyer""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [""Allen Toussaint"", ""Dr. John"", ""Elvis Costello""], ""performers"": [], ""artists"": []}",[],[],1175
2010-04-10-the-ties-that-bind-are-beyond-repair-where-the-blood-mixes-needs-help-tackling,/reviews/2010-04-10-the-ties-that-bind-are-beyond-repair-where-the-blood-mixes-needs-help-tackling/,2010.04.10.National_Post.The_Ties_That_Bind_Are_Beyond_Repair_Where_The_Blood_Mixes_Needs_Help_Tackl.md,The Ties That Bind Are Beyond Repair; Where The Blood Mixes Needs Help Tackling,2010-04-10,2010,National Post,Theatre Review,"[""The Canadian Collection""]",publish,,,Where The Blood Mixes,,,,Factory Theatre,Factory Theatre,Toronto,"[""43.6455"", ""-79.4028""]","[""Ben Cardinal"", ""Billy Merasty"", ""Glynis Leyshon"", ""Jason Burnstick"", ""Kevin Loring"", ""Kim Harvey"", ""Margo Kane"", ""Tom McBeath""]","{""director"": [""Glynis Leyshon""], ""actors"": [""Billy Merasty"", ""Ben Cardinal"", ""Margo Kane"", ""Kim Harvey"", ""Tom McBeath""], ""playwright"": [""Kevin Loring""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [""Jason Burnstick""], ""performers"": [], ""artists"": []}",[],[],923
2010-04-16-some-serious-comedy,/reviews/2010-04-16-some-serious-comedy/,2010.04.16.National_Post.Some_Serious_Comedy.md,Some Serious Comedy,2010-04-16,2010,National Post,Theatre Review,[],publish,,,Clerambard; Cock-A-Doodle Dandy,,,,George Brown College Theatre School,Young Centre for the Performing Arts,Toronto,"[""43.6503"", ""-79.3595""]","[""Alex Dault"", ""Andy Trithardt"", ""Gina Wilkinson"", ""Jonathan Brass"", ""Kate Ross"", ""Marcel Ayme"", ""Sean O'Casey"", ""Todd Hammond""]","{""director"": [""Gina Wilkinson"", ""Todd Hammond""], ""actors"": [""Jonathan Brass"", ""Kate Ross"", ""Alex Dault"", ""Andy Trithardt""], ""playwright"": [""Marcel Ayme"", ""Sean O'Casey""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}","[{""order"": ""1"", ""production_title"": ""Clerambard"", ""director"": [""Gina Wilkinson""], ""playwright"": [""Marcel Ayme""], ""actors"": [""Jonathan Brass"", ""Kate Ross"", ""Alex Dault""]}, {""order"": ""2"", ""production_title"": ""Cock-A-Doodle Dandy"", ""director"": [""Todd Hammond""], ""playwright"": [""Sean O'Casey""], ""actors"": [""Andy Trithardt""]}]",[],948
2010-04-17-people-are-strange-but-that-s-a-given-reconciliation-teaches-us-to-live-and-let-live-we-already-knew-that,/reviews/2010-04-17-people-are-strange-but-that-s-a-given-reconciliation-teaches-us-to-live-and-let-live-we-already-knew-that/,2010.04.17.National_Post.People_Are_Strange_But_ThatS_A_Given_Reconciliation_Teaches_Us_To_Live_And_.md,"People Are Strange, But That's A Given: Reconciliation Teaches Us To Live And Let Live; We Already Knew That",2010-04-17,2010,National Post,Theatre Review,"[""The Canadian Collection""]",publish,,,Reconciliation,,,,Buddies in Bad Times Theatre,Buddies in Bad Times Theatre,Toronto,"[""43.6632"", ""-79.383""]","[""Andy Moro"", ""Jason Cadieux"", ""Sky Gilbert"", ""Wes Berger""]","{""director"": [""Sky Gilbert""], ""actors"": [""Jason Cadieux"", ""Wes Berger""], ""playwright"": [""Sky Gilbert""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [""Andy Moro""], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],805
2010-04-21-keeping-it-very-real,/reviews/2010-04-21-keeping-it-very-real/,2010.04.21.National_Post.Keeping_It_Very_Real.md,Keeping It Very Real,2010-04-21,2010,National Post,Theatre Review,"[""The Canadian Collection""]",publish,,,This Is What Happens Next,,,,Necessary Angel Theatre Company,Berkeley Street Theatre,Toronto,"[""43.6506"", ""-79.3641""]","[""Daniel Brooks"", ""Daniel MacIvor""]","{""director"": [""Daniel Brooks""], ""actors"": [""Daniel MacIvor""], ""playwright"": [""Daniel MacIvor""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],840
2010-04-24-when-ancient-myth-meets-modern-realities-tarragon-continues-successful-season,/reviews/2010-04-24-when-ancient-myth-meets-modern-realities-tarragon-continues-successful-season/,2010.04.24.National_Post.When_Ancient_Myth_Meets_Modern_Realities_Tarragon_Continues_Successful_Seas.md,When Ancient Myth Meets Modern Realities; Tarragon Continues Successful Season,2010-04-24,2010,National Post,Theatre Review,"[""The Canadian Collection""]",publish,,,If We Were Birds,,,,Tarragon Theatre,Tarragon Theatre,Toronto,"[""43.675"", ""-79.4129""]","[""Alan Dilworth"", ""Barbara Gordon"", ""David Fox"", ""Erin Shields"", ""Geoffrey Pounsett"", ""Jung-Hye Kim"", ""Karen Robinson"", ""Philippa Domville"", ""Tara Rosling""]","{""director"": [""Alan Dilworth""], ""actors"": [""David Fox"", ""Barbara Gordon"", ""Geoffrey Pounsett"", ""Erin Shields"", ""Philippa Domville"", ""Karen Robinson"", ""Tara Rosling""], ""playwright"": [""Erin Shields""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [""Jung-Hye Kim""], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],1001
2010-04-26-freefalling-gravity-makes-light-somewhat-of-suicide,/reviews/2010-04-26-freefalling-gravity-makes-light-somewhat-of-suicide/,2010.04.26.National_Post.Freefalling_Gravity_Makes_Light_Somewhat_Of_Suicide.md,"Freefalling; Gravity Makes Light, Somewhat, Of Suicide",2010-04-26,2010,National Post,Television Review,"[""The Television Collection""]",publish,,,Gravity,,,,,,,[],"[""Eric Schaeffer"", ""Ivan Sergei"", ""Krysten Ritter"", ""Rachel Hunter"", ""Robert Klein"", ""Robyn Cohen"", ""Ving Rhames""]","{""director"": [], ""actors"": [""Ivan Sergei"", ""Krysten Ritter"", ""Eric Schaeffer"", ""Ving Rhames"", ""Rachel Hunter"", ""Robyn Cohen"", ""Robert Klein""], ""playwright"": [], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [""Eric Schaeffer""], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],738
2010-05-01-a-play-within-a-play-within-a-film-sometimes-the-best-theatre-experience,/reviews/2010-05-01-a-play-within-a-play-within-a-film-sometimes-the-best-theatre-experience/,2010.05.01.National_Post.A_Play_Within_A_Play_Within_A_Film_Sometimes_The_Best_Theatre_Experience_Ca.md,"A Play Within A Play Within A Film; Sometimes, The Best Theatre Experience",2010-05-01,2010,National Post,Theatre Review,[],publish,,,The Habit of Art,,,,British National Theatre,National Theatre; SilverCity,"London, England; Toronto",[],"[""Alan Bennett"", ""Alex Jennings"", ""Frances de la Tour"", ""Nicholas Hytner"", ""Richard Griffiths""]","{""director"": [""Nicholas Hytner""], ""actors"": [""Richard Griffiths"", ""Alex Jennings"", ""Frances de la Tour""], ""playwright"": [""Alan Bennett""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],972
2010-05-01-such-stuff-as-dreams-are-made-on,/reviews/2010-05-01-such-stuff-as-dreams-are-made-on/,2010.05.01.The_Walrus.Such_Stuff_As_Dreams_Are_Made_On.md,Such Stuff As Dreams Are Made On,2010-05-01,2010,The Walrus,Profile,"[""The Shakespeare Collection""]",publish,clean_manual_transcription,,The Tempest; King Lear; Caesar and Cleopatra; Barrymore; In Spite of Myself; Henry V; Richard III; The Lark; Cyrano de Bergerac; Hamlet; Romeo and Juliet; King John; The Sound of Music; The Royal Hunt of the Sun; The Man Who Would Be King; The Insider; The Imaginarium of Doctor Parnassus; The Last Station; The Fall of the Roman Empire,,,,Stratford Festival,,"Stratford, Ontario",[],"[""Christopher Plummer""]","{""director"": [], ""actors"": [""Christopher Plummer""], ""playwright"": [], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}","[{""order"": ""1"", ""production_title"": ""The Tempest""}, {""order"": ""2"", ""production_title"": ""King Lear""}, {""order"": ""3"", ""production_title"": ""Caesar and Cleopatra""}, {""order"": ""4"", ""production_title"": ""Barrymore""}, {""order"": ""5"", ""production_title"": ""In Spite of Myself""}, {""order"": ""6"", ""production_title"": ""Henry V""}, {""order"": ""7"", ""production_title"": ""Richard III""}, {""order"": ""8"", ""production_title"": ""The Lark""}, {""order"": ""9"", ""production_title"": ""Cyrano de Bergerac""}, {""order"": ""10"", ""production_title"": ""Hamlet""}, {""order"": ""11"", ""production_title"": ""Romeo and Juliet""}, {""order"": ""12"", ""production_title"": ""King John""}, {""order"": ""13"", ""production_title"": ""The Sound of Music""}, {""order"": ""14"", ""production_title"": ""The Royal Hunt of the Sun""}, {""order"": ""15"", ""production_title"": ""The Man Who Would Be King""}, {""order"": ""16"", ""production_title"": ""The Insider""}, {""order"": ""17"", ""production_title"": ""The Imaginarium of Doctor Parnassus""}, {""order"": ""18"", ""production_title"": ""The Last Station""}, {""order"": ""19"", ""production_title"": ""The Fall of the Roman Empire""}]",[],6039
2010-05-07-give-yourself-a-hand,/reviews/2010-05-07-give-yourself-a-hand/,2010.05.07.National_Post.Give_Yourself_A_Hand.md,Give Yourself A Hand,2010-05-07,2010,National Post,Theatre Review,[],publish,,,Faith Healer,,,,Soulpepper Theatre Company,Young Centre for the Performing Arts,Toronto,"[""43.6503"", ""-79.3595""]","[""Brenda Robins"", ""Brian Friel"", ""Diego Matamoros"", ""Gina Wilkinson"", ""Ken MacDonald"", ""Stuart Hughes""]","{""director"": [""Gina Wilkinson""], ""actors"": [""Stuart Hughes"", ""Brenda Robins"", ""Diego Matamoros""], ""playwright"": [""Brian Friel""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [""Ken MacDonald""], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],931
2010-05-08-a-city-besotted-with-sondheim-at-80-songman-remains-the-talk-of-the-town,/reviews/2010-05-08-a-city-besotted-with-sondheim-at-80-songman-remains-the-talk-of-the-town/,2010.05.08.National_Post.A_City_Besotted_With_Sondheim_At_80_Songman_Remains_The_Talk_Of_The_Town.md,"A City Besotted With Sondheim; At 80, Songman Remains The Talk Of The Town",2010-05-08,2010,National Post,Music Review,"[""The Musical Collection""]",publish,,,A Little Night Music / Sondheim on Sondheim / Next to Normal,,,,,,New York,"[""40.759"", ""-73.9845""]","[""Alexander Hanson"", ""Angela Lansbury"", ""Barbara Cook"", ""Beowulf Boritt"", ""Brian Yorkey"", ""Catherine Zeta-Jones"", ""Hugh Wheeler"", ""James Lapine"", ""Leigh Ann Larkin"", ""Stephen Sondheim"", ""Tom Kitt"", ""Tom Wopat"", ""Trevor Nunn"", ""Vanessa Williams""]","{""director"": [""Trevor Nunn"", ""James Lapine""], ""actors"": [""Angela Lansbury"", ""Catherine Zeta-Jones"", ""Alexander Hanson"", ""Leigh Ann Larkin"", ""Vanessa Williams"", ""Tom Wopat"", ""Barbara Cook""], ""playwright"": [""Hugh Wheeler"", ""Brian Yorkey""], ""composer_lyricist"": [""Stephen Sondheim"", ""Tom Kitt"", ""Brian Yorkey""], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [""Beowulf Boritt""], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],969
